Age,Assignment_Score,Attendance_Score,Distance_from_Home,Exam_Score,Extracurricular,Family_Income,Gender,Grade,Internet,Learning_Disabilities,Motivation_Level,Parent_Education,Parental_Involvement,Participation,Peer_Influence,Physical_Activity,Resources,Sleep_Hours,Social_Media,Stress_Level,Study_Hours_per_Week,Teacher_Quality,Total_Score,Tutoring_Sessions
19,89.0,83.0,Moderate,72.0,Yes,Low,Male,C,Yes,No,Medium,High School,Medium,No,Positive,3,High,7,15,Low,25,Medium,79.3,3
20,68.0,66.0,Near,65.0,Yes,Low,Female,D,Yes,No,High,High School,Low,No,Positive,1,High,7,0,Low,20,Medium,66.1,2
27,88.0,79.0,Near,70.0,No,Low,Male,C,Yes,Yes,Medium,College,Medium,No,Positive,3,High,6,16,Medium,25,High,77.2,1
19,80.0,93.0,Near,69.0,No,Low,Male,C,Yes,No,Low,Postgraduate,Medium,No,Positive,4,Medium,8,2,High,13,Medium,77.1,2
19,84.0,61.0,Near,64.0,No,Medium,Male,D,Yes,No,Low,Postgraduate,Medium,No,Positive,2,Medium,6,2,High,21,Medium,69.4,0
19,66.0,71.0,Near,67.0,Yes,Low,Male,D,Yes,No,Medium,High School,Low,No,Negative,1,High,7,1,Low,30,Medium,67.5,3
19,60.0,60.0,Near,65.0,Yes,Low,Male,D,Yes,No,High,College,High,No,Positive,2,High,6,1,Low,18,Medium,62.5,1
29,63.0,77.0,Near,62.0,Yes,Medium,Female,D,Yes,No,Medium,High School,Low,No,Neutral,1,Medium,8,0,Medium,14,Medium,65.3,0
27,54.0,89.0,Moderate,68.0,No,Low,Male,D,Yes,No,Medium,College,High,No,Positive,2,Medium,8,30,Medium,15,High,68.0,2
23,74.0,92.0,Near,68.0,No,Low,Male,C,Yes,No,High,College,Medium,No,Neutral,2,High,6,5,High,12,Medium,74.6,2
22,70.0,98.0,Moderate,68.0,No,Medium,Male,C,Yes,No,Low,High School,Medium,No,Positive,3,Medium,6,18,High,14,High,74.6,1
23,50.0,84.0,Near,68.0,Yes,High,Male,D,Yes,No,Medium,Postgraduate,Medium,No,Negative,3,Low,6,30,High,17,High,65.8,4
29,93.0,70.0,Far,62.0,Yes,Low,Female,C,Yes,No,Medium,High School,Medium,No,Neutral,4,Medium,7,13,Medium,11,High,72.9,1
23,84.0,97.0,Near,72.0,Yes,Medium,Female,B,Yes,No,Low,High School,Medium,No,Positive,5,Low,8,0,High,19,Medium,80.6,4
19,72.0,91.0,Far,69.0,No,Medium,Male,C,Yes,No,Medium,College,Low,No,Neutral,3,Medium,7,12,High,24,High,74.3,1
23,98.0,83.0,Moderate,68.0,No,Low,Female,B,Yes,No,Low,High School,Medium,No,Positive,3,High,4,0,High,14,High,80.0,3
23,97.0,88.0,Moderate,71.0,Yes,Low,Male,B,Yes,Yes,Medium,College,Low,No,Negative,3,Medium,8,8,High,28,High,82.2,4
22,55.0,97.0,Moderate,69.0,Yes,Medium,Female,C,Yes,No,Medium,High School,Low,No,Neutral,3,High,5,27,High,22,Low,70.4,0
23,81.0,88.0,Near,71.0,No,High,Male,C,Yes,No,Medium,High School,Low,No,Positive,2,High,6,5,High,25,Medium,77.4,1
23,91.0,75.0,Far,65.0,Yes,Low,Male,C,Yes,No,Low,High School,Medium,No,Positive,5,High,7,5,High,15,Low,74.8,2
22,59.0,89.0,Near,68.0,No,Low,Male,D,Yes,Yes,Medium,High School,Medium,No,Neutral,4,High,7,30,High,24,Medium,69.5,1
29,56.0,62.0,Near,60.0,Yes,Low,Female,F,Yes,Yes,Low,High School,Medium,No,Positive,4,Medium,8,0,Medium,12,High,59.2,1
23,63.0,75.0,Near,68.0,Yes,High,Male,D,Yes,No,Low,High School,Medium,No,Neutral,4,Medium,6,12,High,24,Medium,67.9,3
22,64.0,76.0,Near,66.0,No,Medium,Female,D,Yes,No,Medium,High School,Low,No,Neutral,4,High,6,0,High,20,Medium,67.4,1
22,98.0,67.0,Moderate,66.0,No,Low,Male,C,Yes,No,Low,High School,Medium,No,Neutral,3,Medium,7,5,High,22,Medium,75.8,4
29,89.0,61.0,Far,62.0,Yes,Low,Female,D,Yes,No,Low,High School,Medium,No,Neutral,4,Medium,8,0,Medium,12,Medium,69.9,4
27,53.0,65.0,Near,61.0,No,Low,Male,F,Yes,No,Medium,College,Medium,No,Negative,3,Medium,8,2,Medium,14,Medium,59.4,2
29,89.0,86.0,Far,69.0,No,Low,Female,C,Yes,No,Low,Postgraduate,High,No,Negative,3,Medium,7,20,Medium,23,Medium,78.4,2
19,58.0,92.0,Near,69.0,Yes,High,Male,C,Yes,No,High,High School,Medium,No,Positive,2,High,9,5,Low,13,Low,70.3,1
24,68.0,100.0,Near,74.0,Yes,High,Male,C,Yes,No,Medium,Postgraduate,Medium,No,Negative,3,Medium,9,2,Low,22,High,77.4,4
23,66.0,74.0,Near,62.0,Yes,Low,Female,D,Yes,No,Low,High School,Medium,No,Negative,4,High,8,0,High,11,Medium,65.6,1
29,64.0,84.0,Moderate,67.0,Yes,Low,Female,D,Yes,No,Medium,College,Medium,No,Negative,3,Medium,5,0,Medium,24,Medium,69.5,0
29,65.0,97.0,Near,69.0,No,Low,Female,C,Yes,No,High,High School,High,No,Positive,2,Medium,8,27,Medium,12,Medium,73.4,1
24,88.0,67.0,Near,66.0,Yes,Low,Male,C,Yes,No,Medium,High School,High,No,Positive,4,Low,7,2,Low,22,Medium,72.8,1
22,63.0,89.0,Near,72.0,Yes,High,Male,C,Yes,No,Medium,College,Medium,Yes,Positive,3,High,6,15,High,23,Medium,72.7,2
23,90.0,90.0,Near,69.0,No,High,Male,C,Yes,No,Medium,High School,High,No,Neutral,3,Low,6,5,High,15,Medium,79.5,2
22,55.0,64.0,Moderate,65.0,Yes,Medium,Male,D,Yes,No,Medium,High School,Medium,No,Positive,4,High,7,1,High,22,Medium,61.8,0
23,80.0,94.0,Near,72.0,No,High,Male,C,Yes,No,Low,Postgraduate,Medium,No,Positive,2,High,6,15,High,21,Medium,78.8,0
29,93.0,93.0,Near,69.0,Yes,Medium,Male,B,Yes,No,Low,High School,Low,No,Positive,4,Medium,7,5,High,16,Medium,81.0,2
23,54.0,61.0,Near,60.0,No,Low,Female,F,Yes,Yes,Medium,High School,Medium,No,Positive,2,High,7,0,Medium,13,Medium,58.4,3
23,82.0,64.0,Near,61.0,No,High,Female,D,Yes,Yes,High,Postgraduate,High,Yes,Neutral,1,Medium,7,19,Medium,7,Medium,67.9,0
24,76.0,62.0,Near,63.0,No,Medium,Male,D,Yes,No,Medium,High School,High,No,Neutral,3,Low,8,1,High,21,Low,66.7,1
21,67.0,73.0,Near,63.0,No,Medium,Male,D,No,Yes,Medium,Postgraduate,Medium,No,Positive,5,Medium,7,26,High,10,High,66.2,3
24,55.0,80.0,Moderate,68.0,Yes,High,Male,D,Yes,No,High,Postgraduate,Medium,No,Negative,3,Medium,6,30,Low,20,High,66.5,1
23,84.0,81.0,Near,68.0,Yes,Medium,Female,C,Yes,No,Low,College,Medium,No,Positive,4,Medium,4,13,High,17,Medium,75.4,1
29,65.0,71.0,Near,65.0,No,Low,Male,D,Yes,No,Medium,High School,High,No,Negative,2,Medium,8,1,Medium,23,Medium,66.2,1
23,67.0,96.0,Near,71.0,No,High,Female,C,Yes,No,Medium,High School,Medium,Yes,Positive,2,High,7,13,High,17,Medium,74.8,1
27,86.0,75.0,Near,64.0,Yes,Low,Male,C,Yes,No,Low,High School,Medium,No,Negative,3,Medium,7,5,Medium,17,Medium,72.8,1
22,97.0,62.0,Near,65.0,No,Medium,Male,C,Yes,No,Medium,Postgraduate,Medium,No,Negative,2,Medium,9,2,High,23,Medium,74.0,1
23,67.0,72.0,Near,67.0,Yes,Medium,Female,D,Yes,No,Low,College,High,No,Neutral,4,Medium,5,0,High,21,Medium,68.0,2
29,87.0,81.0,Near,67.0,No,Low,Female,C,Yes,No,Low,High School,High,No,Neutral,2,Medium,7,27,Medium,21,Medium,75.8,0
24,98.0,76.0,Moderate,67.0,Yes,Low,Male,C,Yes,No,Medium,College,Low,No,Neutral,3,Medium,6,2,Low,22,High,78.1,1
29,55.0,71.0,Near,87.0,Yes,Low,Female,C,Yes,No,Medium,College,Low,No,Negative,3,Medium,8,6,Medium,10,Medium,74.2,1
20,76.0,65.0,Moderate,67.0,Yes,High,Female,D,Yes,No,High,High School,High,Yes,Neutral,1,High,4,11,Low,24,Medium,69.3,1
22,51.0,93.0,Near,72.0,Yes,Medium,Male,D,Yes,Yes,High,High School,High,No,Positive,2,Medium,8,1,High,23,Medium,69.9,4
29,91.0,100.0,Near,69.0,Yes,Low,Female,B,Yes,No,High,High School,Medium,No,Neutral,3,Low,8,0,Medium,13,High,81.8,0
23,64.0,73.0,Moderate,65.0,Yes,High,Female,D,Yes,No,Low,College,Medium,Yes,Positive,3,Medium,6,26,Medium,18,Medium,66.3,1
29,67.0,75.0,Near,66.0,Yes,Low,Female,D,Yes,No,Low,High School,High,No,Positive,4,Medium,7,11,Medium,19,Medium,68.1,1
22,84.0,85.0,Near,70.0,No,Medium,Male,C,Yes,No,Low,Postgraduate,High,No,Negative,3,High,6,2,High,18,Medium,77.2,3
23,89.0,89.0,Moderate,71.0,Yes,Medium,Male,B,Yes,No,Medium,High School,High,No,Neutral,3,High,8,5,High,21,Medium,80.0,0
20,70.0,76.0,Moderate,67.0,Yes,Low,Female,D,No,No,Low,College,Medium,Yes,Neutral,4,High,8,0,Low,28,Low,69.7,1
29,83.0,96.0,Far,72.0,No,Medium,Male,B,Yes,No,Medium,High School,High,No,Positive,2,Medium,5,8,High,25,High,80.1,0
29,98.0,82.0,Moderate,63.0,No,Low,Male,C,Yes,No,Medium,High School,Low,No,Neutral,1,Medium,5,5,Medium,11,High,77.3,0
29,94.0,78.0,Moderate,67.0,Yes,Low,Female,C,Yes,No,Low,High School,High,No,Neutral,4,Low,9,27,Medium,23,High,77.3,0
29,85.0,86.0,Near,72.0,No,Low,Male,C,Yes,No,Medium,High School,Low,No,Neutral,2,Medium,10,15,Medium,27,High,78.7,6
23,97.0,98.0,Near,72.0,No,High,Female,B,Yes,Yes,Low,Postgraduate,Medium,Yes,Positive,1,Medium,8,6,High,21,Medium,84.7,1
25,94.0,92.0,Near,70.0,No,Low,Female,B,No,No,Medium,College,Medium,Yes,Negative,4,Medium,8,11,Medium,26,Medium,81.6,1
29,86.0,62.0,Near,67.0,No,Low,Female,C,Yes,No,Low,High School,High,No,Positive,2,Medium,7,27,Medium,31,Medium,71.7,0
29,96.0,73.0,Near,68.0,No,Medium,Female,C,Yes,No,High,High School,Medium,No,Neutral,3,Medium,7,9,Medium,25,High,77.4,0
24,91.0,79.0,Moderate,67.0,Yes,Low,Male,C,Yes,No,High,High School,Low,No,Positive,3,Medium,8,5,Low,20,Medium,76.6,1
22,75.0,73.0,Near,70.0,No,Low,Male,C,Yes,No,Low,College,High,No,Positive,5,High,7,2,High,25,Medium,72.1,3
25,75.0,88.0,Moderate,67.0,No,Medium,Female,C,No,No,High,Postgraduate,Medium,Yes,Neutral,2,Low,9,21,Medium,20,High,73.6,1
23,50.0,93.0,Near,71.0,Yes,High,Male,D,Yes,No,Medium,College,Medium,No,Positive,4,Medium,7,1,High,19,High,69.1,1
23,52.0,89.0,Near,69.0,Yes,High,Female,D,Yes,No,Medium,Postgraduate,High,Yes,Positive,3,Low,7,19,Medium,17,High,67.9,1
18,87.0,100.0,Near,74.0,Yes,Low,Female,B,No,No,Medium,College,Medium,Yes,Negative,5,Medium,7,13,Low,28,Medium,83.1,3
24,78.0,71.0,Near,63.0,No,Medium,Male,D,Yes,No,Medium,High School,High,No,Positive,3,Low,7,1,High,14,Medium,69.1,0
23,88.0,95.0,Near,72.0,Yes,Medium,Female,B,Yes,No,Medium,High School,Medium,No,Neutral,2,Low,9,0,High,28,High,81.4,0
24,97.0,91.0,Moderate,71.0,Yes,Low,Male,B,Yes,No,Low,College,High,No,Neutral,3,Low,7,8,High,22,Medium,82.8,2
29,73.0,74.0,Moderate,64.0,No,Low,Male,D,Yes,No,Medium,High School,High,No,Neutral,5,Medium,7,1,Medium,11,Medium,68.7,1
29,54.0,89.0,Near,69.0,Yes,High,Female,D,Yes,No,Medium,High School,Medium,Yes,Positive,3,Medium,7,0,Medium,21,Medium,68.5,1
23,81.0,64.0,Moderate,62.0,No,Low,Female,D,Yes,No,Medium,Postgraduate,High,No,Positive,3,High,6,19,Medium,6,Low,68.1,2
18,55.0,92.0,Near,69.0,Yes,Medium,Male,D,No,No,Medium,College,Medium,Yes,Neutral,4,Medium,5,3,Low,23,Medium,69.4,1
24,81.0,81.0,Near,68.0,Yes,Low,Male,C,Yes,No,Low,High School,High,No,Neutral,3,Low,9,12,High,24,Medium,74.5,2
24,76.0,72.0,Near,67.0,Yes,Low,Male,C,Yes,No,High,High School,High,No,Negative,3,Medium,9,29,Low,15,Low,70.7,6
22,86.0,86.0,Near,71.0,Yes,Medium,Male,C,Yes,No,High,Postgraduate,Medium,No,Neutral,3,Medium,9,2,High,20,Medium,78.5,2
22,68.0,86.0,Moderate,70.0,Yes,Medium,Male,C,Yes,No,Low,High School,Medium,No,Negative,4,Medium,5,2,High,31,Medium,72.6,1
22,57.0,68.0,Moderate,63.0,No,Medium,Male,D,Yes,No,Medium,High School,High,No,Neutral,3,Medium,9,1,High,16,Low,62.2,2
23,62.0,61.0,Moderate,60.0,No,High,Female,D,Yes,No,Medium,College,Low,Yes,Negative,4,High,10,0,High,13,Medium,60.8,0
29,84.0,77.0,Near,69.0,No,Low,Female,C,Yes,No,Medium,College,Medium,No,Neutral,3,Medium,9,27,Medium,28,High,75.1,0
23,74.0,83.0,Moderate,71.0,Yes,Low,Male,C,Yes,No,Medium,College,Medium,No,Neutral,3,Medium,9,5,High,31,Medium,74.3,3
23,77.0,95.0,Near,69.0,Yes,High,Male,C,Yes,No,Medium,High School,Low,No,Positive,2,Low,8,5,High,19,High,76.6,1
29,66.0,97.0,Near,73.0,Yes,Medium,Female,C,Yes,No,Medium,College,High,No,Positive,1,Low,6,9,Medium,25,Medium,75.7,2
23,92.0,81.0,Near,73.0,Yes,High,Female,B,Yes,No,Medium,College,Medium,Yes,Positive,3,High,8,0,High,27,Medium,80.3,1
29,100.0,90.0,Moderate,68.0,No,Low,Female,B,Yes,No,Medium,High School,Medium,No,Positive,3,Medium,5,0,Medium,15,Medium,82.0,1
24,66.0,78.0,Moderate,67.0,Yes,Low,Male,D,Yes,No,Medium,College,High,No,Positive,4,Medium,6,1,Low,16,Medium,68.9,2
22,86.0,90.0,Moderate,74.0,No,Medium,Male,B,Yes,No,High,College,Medium,No,Positive,3,High,7,2,High,26,Medium,80.8,2
22,59.0,68.0,Moderate,68.0,No,Low,Male,D,Yes,No,Medium,College,Medium,No,Positive,3,High,7,30,High,29,Medium,65.3,3
29,87.0,75.0,Near,69.0,No,Medium,Female,C,Yes,No,Low,College,High,No,Positive,2,Medium,8,20,High,22,High,75.6,1
29,72.0,85.0,Near,69.0,No,Low,Male,C,Yes,No,Medium,College,High,No,Neutral,4,Medium,4,15,Medium,14,High,73.1,4
20,80.0,61.0,Moderate,68.0,Yes,Low,Female,C,Yes,Yes,Medium,College,High,No,Positive,4,High,7,13,Low,31,Medium,70.2,0
22,62.0,89.0,Moderate,66.0,No,Low,Male,D,Yes,No,Medium,High School,Low,No,Positive,1,High,8,1,High,16,High,69.4,1
24,93.0,93.0,Moderate,69.0,Yes,Low,Male,B,Yes,No,Medium,Postgraduate,Low,No,Negative,3,Low,8,8,Low,17,High,81.0,3
23,59.0,76.0,Near,66.0,Yes,Low,Female,D,Yes,No,Medium,College,Medium,No,Positive,2,Medium,8,0,Medium,21,Medium,65.9,1
24,96.0,78.0,Moderate,72.0,Yes,Low,Male,B,Yes,No,High,College,Low,No,Positive,4,Medium,7,8,Low,28,Medium,80.4,5
29,53.0,94.0,Near,69.0,Yes,Medium,Female,D,Yes,No,Low,High School,Medium,No,Negative,3,Low,6,0,High,24,Medium,69.2,1
19,64.0,91.0,Moderate,68.0,Yes,Low,Male,C,Yes,Yes,Medium,High School,Medium,No,Positive,3,Medium,8,18,High,21,High,71.4,1
24,78.0,72.0,Near,66.0,Yes,Low,Male,C,Yes,No,Medium,High School,Medium,No,Neutral,3,Medium,7,5,Low,22,Medium,70.8,1
24,93.0,73.0,Far,65.0,Yes,Low,Male,C,Yes,No,High,High School,Medium,No,Negative,4,Low,8,5,Low,19,High,75.0,1
24,79.0,87.0,Near,71.0,No,Low,Male,C,Yes,No,High,Postgraduate,Medium,No,Neutral,2,Medium,8,2,Medium,22,High,76.6,2
24,61.0,83.0,Moderate,61.0,Yes,Low,Male,D,Yes,No,Medium,High School,Medium,No,Negative,4,Medium,7,1,Low,4,Medium,65.4,2
25,93.0,66.0,Near,63.0,Yes,Low,Female,C,Yes,Yes,Medium,College,Low,No,Neutral,3,Medium,6,13,Medium,17,Medium,72.6,1
23,80.0,72.0,Near,66.0,Yes,Medium,Female,C,Yes,No,Low,High School,Medium,No,Neutral,3,High,9,27,High,20,Medium,71.4,1
23,62.0,96.0,Near,69.0,No,High,Male,C,Yes,No,Medium,Postgraduate,Medium,No,Neutral,2,High,8,2,High,12,Medium,72.3,0
23,78.0,88.0,Moderate,71.0,Yes,Medium,Male,C,Yes,No,Medium,High School,High,No,Positive,2,High,10,5,High,21,High,76.5,0
29,84.0,99.0,Near,73.0,Yes,High,Female,B,Yes,No,High,High School,High,Yes,Positive,4,Medium,8,0,Medium,18,Medium,81.5,0
29,84.0,91.0,Near,72.0,Yes,Low,Male,C,Yes,No,Low,High School,High,No,Negative,2,Medium,8,15,High,30,Medium,79.4,2
22,86.0,98.0,Far,73.0,No,Medium,Male,B,Yes,No,Low,High School,Medium,No,Negative,4,High,5,5,High,28,Medium,81.9,2
19,95.0,69.0,Moderate,65.0,Yes,Low,Male,C,Yes,No,Medium,High School,Low,No,Positive,2,High,7,5,Low,16,High,74.8,1
23,91.0,91.0,Near,71.0,Yes,High,Female,B,Yes,No,Medium,High School,Low,Yes,Neutral,3,High,7,13,High,18,High,81.0,1
24,80.0,61.0,Near,65.0,Yes,Low,Male,D,Yes,No,Medium,High School,High,No,Positive,3,Medium,8,1,Low,19,High,68.7,1
22,52.0,87.0,Near,67.0,No,Medium,Male,D,Yes,No,Low,College,Medium,No,Positive,5,Medium,8,1,High,16,Medium,66.5,1
19,87.0,79.0,Moderate,69.0,Yes,Low,Male,C,Yes,No,Medium,Postgraduate,Medium,No,Neutral,2,High,8,2,Low,20,High,76.4,1
21,99.0,74.0,Moderate,63.0,No,Low,Male,C,No,No,Low,College,Low,No,Neutral,3,High,10,15,High,14,Medium,76.0,0
22,65.0,94.0,Moderate,68.0,Yes,Medium,Male,C,Yes,No,High,Postgraduate,Low,No,Neutral,2,High,6,2,High,12,Medium,72.3,2
18,80.0,94.0,Near,70.0,Yes,Low,Female,C,No,No,High,High School,High,Yes,Neutral,4,Low,8,27,Low,23,Medium,77.8,1
29,88.0,61.0,Moderate,64.0,Yes,Low,Female,C,Yes,No,Low,High School,Medium,No,Positive,4,Medium,8,27,Medium,23,Medium,70.6,1
23,82.0,84.0,Near,64.0,No,High,Male,C,Yes,Yes,Medium,High School,Medium,No,Negative,2,Medium,10,15,High,14,Low,73.4,1
19,96.0,75.0,Near,68.0,Yes,Low,Male,C,Yes,No,High,College,Low,No,Neutral,0,High,8,12,Low,24,Medium,77.8,1
23,74.0,77.0,Moderate,65.0,Yes,High,Female,C,Yes,No,Medium,College,Medium,Yes,Neutral,2,High,8,4,High,15,Low,70.1,0
23,77.0,93.0,Near,70.0,No,High,Female,C,Yes,No,Medium,High School,High,Yes,Neutral,1,Medium,8,27,Medium,21,Medium,76.7,0
22,52.0,72.0,Near,66.0,Yes,Medium,Male,D,Yes,No,Low,Postgraduate,Medium,No,Positive,2,Medium,8,2,High,24,Medium,63.0,0
29,95.0,98.0,Moderate,70.0,Yes,Low,Female,B,Yes,No,Low,High School,High,No,Positive,2,Low,9,11,Medium,19,Medium,83.1,1
24,63.0,67.0,Near,66.0,Yes,Low,Male,D,Yes,No,High,High School,Medium,No,Neutral,3,Medium,6,1,Low,22,High,65.3,3
27,99.0,87.0,Near,69.0,No,Low,Male,B,Yes,No,Medium,Postgraduate,Medium,No,Neutral,2,Medium,6,8,Medium,16,Medium,81.6,2
19,60.0,87.0,Moderate,69.0,No,Medium,Male,D,Yes,No,High,High School,High,No,Positive,3,High,10,3,High,18,Low,69.9,2
23,63.0,70.0,Far,64.0,No,Low,Female,D,Yes,No,Medium,College,High,No,Neutral,3,High,4,0,Medium,18,Medium,64.9,1
23,74.0,73.0,Moderate,64.0,Yes,Low,Male,D,Yes,No,Low,High School,Medium,No,Positive,3,Medium,7,5,High,15,High,68.8,1
29,83.0,93.0,Near,69.0,Yes,Medium,Female,C,Yes,No,Medium,High School,Low,No,Positive,3,Medium,7,27,Medium,18,Medium,78.0,1
29,72.0,90.0,Near,67.0,Yes,Medium,Female,C,Yes,No,High,High School,Medium,Yes,Negative,3,Medium,7,13,Medium,10,Medium,73.1,3
23,68.0,73.0,Near,63.0,Yes,Medium,Female,D,Yes,Yes,Low,College,Low,No,Positive,3,Medium,9,26,High,16,Medium,66.5,2
22,77.0,81.0,Moderate,67.0,Yes,Medium,Male,C,Yes,No,Low,College,Low,No,Positive,3,High,8,2,High,17,High,72.8,1
22,98.0,62.0,Near,65.0,No,Medium,Male,C,Yes,No,Low,College,Medium,No,Neutral,1,High,6,2,High,17,Medium,74.3,3
29,98.0,68.0,Moderate,64.0,Yes,Low,Female,C,Yes,No,Low,High School,Medium,No,Positive,1,Medium,6,27,Medium,18,Medium,75.0,2
23,66.0,79.0,Near,68.0,No,High,Female,D,Yes,No,Low,College,High,Yes,Negative,3,Medium,7,0,Medium,19,Medium,69.6,3
29,84.0,63.0,Near,64.0,Yes,High,Female,D,Yes,No,High,High School,Low,No,Neutral,3,Medium,9,0,Medium,22,Medium,69.8,0
18,86.0,94.0,Moderate,70.0,No,Low,Male,C,No,No,Low,College,High,No,Negative,4,Medium,7,2,Low,24,Medium,79.6,2
24,83.0,89.0,Moderate,70.0,Yes,Low,Male,C,Yes,No,High,Postgraduate,High,No,Positive,4,Medium,7,2,Low,15,High,77.7,0
23,56.0,98.0,Moderate,67.0,Yes,High,Female,D,Yes,No,Medium,College,High,Yes,Negative,3,Low,6,0,Medium,12,Low,69.9,1
19,77.0,88.0,Far,69.0,Yes,Medium,Male,C,Yes,No,Medium,College,High,No,Positive,3,High,8,5,High,13,Medium,75.2,2
27,88.0,98.0,Far,70.0,No,Low,Male,B,Yes,No,Medium,High School,High,No,Negative,4,Medium,7,1,Medium,16,High,81.0,2
19,60.0,82.0,Far,69.0,No,Medium,Male,D,Yes,No,Medium,College,High,No,Negative,3,High,6,3,High,17,High,68.9,5
24,67.0,84.0,Moderate,65.0,Yes,Medium,Male,D,Yes,No,Medium,College,Medium,No,Negative,3,Low,9,1,High,14,High,69.4,1
19,60.0,99.0,Moderate,66.0,Yes,Low,Male,C,Yes,No,Medium,High School,Medium,No,Negative,1,High,10,5,Low,11,Low,70.8,0
22,94.0,86.0,Moderate,70.0,Yes,Medium,Male,B,Yes,No,Medium,High School,High,No,Neutral,3,High,7,1,High,16,Medium,80.4,2
24,93.0,61.0,Near,63.0,Yes,Low,Male,C,Yes,No,Low,High School,Medium,No,Negative,5,Low,7,5,High,20,High,71.6,1
29,58.0,89.0,Near,69.0,No,High,Female,D,Yes,No,Medium,High School,Low,Yes,Positive,3,Medium,5,0,Medium,23,Medium,69.7,3
19,88.0,96.0,Near,74.0,Yes,Low,Male,B,Yes,No,Medium,Postgraduate,High,No,Positive,4,High,8,8,Low,16,Low,82.6,4
22,68.0,92.0,Near,70.0,Yes,High,Male,C,Yes,No,Low,High School,Medium,No,Positive,3,Medium,8,14,High,17,High,73.8,2
29,84.0,83.0,Near,66.0,No,Low,Female,C,Yes,No,Medium,High School,High,No,Neutral,3,Medium,7,27,Medium,13,Medium,74.8,1
19,75.0,87.0,Near,68.0,Yes,Low,Male,C,Yes,Yes,Medium,Postgraduate,Low,No,Positive,3,High,6,2,Low,19,Medium,73.9,0
24,74.0,100.0,Far,67.0,No,Medium,Male,C,Yes,No,Medium,High School,Medium,No,Negative,5,Low,10,5,High,14,Medium,75.7,2
29,94.0,64.0,Moderate,66.0,Yes,Medium,Female,C,Yes,No,Low,High School,Medium,No,Positive,5,Medium,8,6,High,22,Medium,74.0,2
29,82.0,87.0,Near,65.0,No,Low,Female,C,Yes,No,Medium,College,High,No,Negative,3,Medium,6,13,Medium,8,Medium,74.5,0
23,62.0,71.0,Near,66.0,Yes,High,Male,D,Yes,No,Medium,College,Low,No,Positive,2,Medium,8,1,High,17,High,65.8,3
23,56.0,86.0,Moderate,69.0,Yes,High,Male,D,Yes,No,Medium,High School,High,No,Positive,4,Medium,7,3,High,21,Medium,68.5,1
29,97.0,84.0,Moderate,67.0,No,Low,Female,C,Yes,No,Medium,High School,Low,No,Neutral,4,Medium,7,27,Medium,20,Low,79.4,2
19,58.0,66.0,Far,69.0,Yes,Medium,Male,D,Yes,No,High,College,Low,No,Positive,3,High,8,3,High,35,Medium,65.1,1
25,87.0,68.0,Far,66.0,No,Medium,Female,C,Yes,No,High,Postgraduate,Medium,Yes,Neutral,3,Medium,4,13,Medium,21,Medium,72.7,2
29,75.0,85.0,Far,64.0,No,High,Female,C,Yes,Yes,High,High School,Medium,No,Negative,1,Medium,4,27,Medium,13,Medium,71.5,2
29,57.0,65.0,Near,61.0,No,Medium,Female,D,Yes,Yes,Low,High School,Medium,No,Positive,2,Medium,9,0,High,18,Medium,60.6,1
19,89.0,71.0,Near,61.0,Yes,Low,Male,C,Yes,No,Medium,High School,Low,No,Negative,2,High,7,5,Low,8,Medium,71.4,0
22,95.0,93.0,Moderate,70.0,Yes,Medium,Male,B,Yes,No,Low,College,Medium,No,Negative,4,Medium,6,2,High,19,High,82.1,1
23,56.0,73.0,Near,65.0,No,Medium,Female,D,Yes,No,Medium,Postgraduate,Medium,No,Positive,2,High,5,26,High,14,Medium,63.9,1
24,53.0,80.0,Moderate,67.0,No,Medium,Male,D,Yes,No,Medium,College,High,No,Neutral,3,Low,7,12,High,24,Medium,65.4,1
23,92.0,98.0,Near,69.0,No,High,Male,B,Yes,No,Medium,College,Low,No,Positive,0,Medium,7,5,High,16,Medium,81.7,0
24,75.0,69.0,Moderate,63.0,Yes,Medium,Female,D,Yes,No,Medium,High School,Medium,No,Negative,5,Low,9,0,High,18,Low,67.8,2
29,84.0,76.0,Near,66.0,No,High,Male,C,Yes,No,High,High School,Medium,No,Neutral,4,Medium,8,2,Medium,15,High,73.4,1
22,72.0,84.0,Near,73.0,Yes,Medium,Male,C,Yes,No,Medium,High School,High,No,Positive,2,Medium,7,5,High,29,Medium,74.9,3
18,71.0,90.0,Near,68.0,No,Low,Female,C,No,No,High,High School,High,Yes,Neutral,3,High,8,13,Low,17,Medium,73.3,0
19,65.0,96.0,Far,74.0,Yes,Low,Male,C,Yes,No,High,High School,High,No,Positive,2,High,9,5,Low,30,Medium,75.7,0
22,78.0,97.0,Near,70.0,Yes,Medium,Male,C,Yes,No,Medium,High School,Low,No,Neutral,3,Medium,8,12,High,24,Medium,77.8,0
24,58.0,91.0,Far,68.0,Yes,Medium,Male,D,Yes,No,Medium,High School,High,No,Positive,2,Low,8,30,High,22,Medium,69.6,0
23,86.0,69.0,Moderate,67.0,No,High,Female,C,Yes,Yes,Low,High School,High,Yes,Positive,4,High,7,13,High,21,Medium,73.1,1
19,77.0,61.0,Moderate,65.0,No,Medium,Male,D,Yes,No,Low,Postgraduate,High,No,Positive,4,Medium,6,19,High,21,Medium,67.8,1
